name,category,location,lat,lng,polarity,numReviews,monthly_reviews,review_variance
Bar Serafini Sas,restaurant,Tuscany,43.770552,11.271967,7,10,"[0, 0, 2, 3, 2, 1, 0, 1, 0, 0, 0, 1]",0.9722222222222222
Oltre Il Giardino,restaurant,Tuscany,43.544804,11.315257,7,10,"[0, 0, 0, 1, 1, 1, 2, 3, 1, 1, 0, 0]",0.8055555555555557
Hostaria Il Buco,restaurant,Tuscany,43.057357,11.830031,7,10,"[1, 1, 0, 2, 0, 0, 0, 0, 1, 4, 1, 0]",1.3055555555555556
Asuka,restaurant,Tuscany,43.71025506375,10.420985904103,7,10,"[1, 1, 2, 0, 2, 0, 1, 2, 0, 1, 0, 0]",0.6388888888888888
Ristorante Pizzeria Elisa,restaurant,Tuscany,43.299196129173,10.493833376077,7,10,"[0, 0, 2, 0, 0, 2, 2, 4, 0, 0, 0, 0]",1.6388888888888882
Il Doretto,restaurant,Tuscany,43.338588955094,10.505893528461,7,10,"[0, 1, 1, 0, 2, 0, 0, 3, 1, 1, 0, 1]",0.8055555555555558
Cavallino Matto,attraction,Tuscany,43.180728,10.549848,7,10,"[0, 0, 0, 1, 2, 2, 0, 4, 0, 0, 0, 1]",1.4722222222222217
Orbetello Camping Village,attraction,Tuscany,42.463496,11.185984,7,10,"[0, 0, 0, 0, 0, 3, 2, 2, 2, 0, 0, 1]",1.138888888888889
One Eyed Jack,attraction,Tuscany,43.76948,11.246859,7,10,"[1, 1, 0, 0, 1, 1, 2, 0, 2, 1, 1, 0]",0.47222222222222215
Leonardo da Vinci Museum,attraction,Tuscany,43.775,11.25896,7,10,"[0, 0, 1, 3, 0, 1, 1, 1, 0, 1, 2, 0]",0.8055555555555555
Capoliveri,attraction,Tuscany,42.745570946439,10.377970111833,7,10,"[0, 0, 0, 1, 0, 0, 3, 5, 0, 1, 0, 0]",2.3055555555555554
Montelupo Fiorentino centro storico,attraction,Tuscany,43.733073032378,11.020660400391,7,10,"[0, 0, 0, 1, 2, 2, 2, 1, 1, 1, 0, 0]",0.6388888888888888
Auditorium FLOG,attraction,Tuscany,43.795702369266,11.247693962093,7,10,"[2, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",0.47222222222222215
Piazza Sant'Ambrogio,attraction,Tuscany,43.771493,11.266348,7,10,"[0, 0, 3, 1, 0, 1, 1, 0, 0, 3, 0, 1]",1.1388888888888888
Piazza Beccaria,attraction,Tuscany,43.77072576125,11.270925921441,7,10,"[0, 0, 3, 0, 2, 0, 2, 1, 0, 1, 1, 0]",0.9722222222222223
Red Garter - House of Sizzle,attraction,Tuscany,43.768335682397,11.259881258011,7,10,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 2, 1, 0]",0.47222222222222215
Pisa S.Rossore,poi,Tuscany,43.723446,10.387754,6,10,"[0, 0, 3, 1, 1, 0, 2, 0, 1, 1, 0, 1]",0.8055555555555558
Arezzo Terminal Stazione,poi,Tuscany,43.462298,11.875251,6,10,"[0, 0, 0, 1, 2, 1, 0, 0, 2, 1, 3, 0]",0.9722222222222222
Empoli,poi,Tuscany,43.715933,10.949476,6,10,"[0, 0, 3, 2, 0, 0, 1, 2, 0, 0, 0, 2]",1.1388888888888888
Viareggio,poi,Tuscany,43.873954,10.252689,6,10,"[2, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1, 0]",0.47222222222222215
Da Meino,restaurant,Tuscany,42.359374,10.92018,6,10,"[0, 0, 0, 1, 0, 1, 3, 5, 0, 0, 0, 0]",2.305555555555555
Pizzosteria La Cambusa,restaurant,Tuscany,43.357713,10.454606,6,10,"[2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0]",0.47222222222222215
La Buca,restaurant,Tuscany,43.904167,10.688688,6,10,"[2, 1, 1, 0, 0, 2, 0, 0, 0, 1, 1, 2]",0.6388888888888888
Ristorante W.O.W.,restaurant,Tuscany,43.895905,10.78926,6,10,"[0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 2, 1]",0.8055555555555557
La Pace,restaurant,Tuscany,43.400347,10.866466,6,10,"[0, 0, 0, 1, 1, 1, 1, 5, 0, 0, 0, 1]",1.8055555555555556
Pizzeria Ristorante Il Trovatore,restaurant,Tuscany,43.469173,11.0405,6,10,"[0, 0, 0, 3, 1, 0, 1, 2, 2, 1, 0, 0]",0.9722222222222223
Gli Attortellati,restaurant,Tuscany,42.71782,11.087562,6,10,"[0, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 1]",0.47222222222222215
Ristorante L'Appennino,restaurant,Tuscany,44.143192,11.241183,6,10,"[0, 0, 3, 2, 0, 1, 2, 0, 1, 0, 1, 0]",0.9722222222222223
Trattoria Pizzeria Dante,restaurant,Tuscany,43.769354,11.246793,6,10,"[2, 0, 0, 2, 1, 1, 0, 1, 0, 3, 0, 0]",0.9722222222222222
Borgo San Jacopo,restaurant,Tuscany,43.767927,11.251044,6,10,"[0, 0, 1, 2, 1, 1, 0, 1, 2, 1, 1, 0]",0.47222222222222215
Drogheria Bar & Grill,restaurant,Tuscany,43.77102,11.268178,6,10,"[0, 2, 0, 0, 3, 0, 2, 1, 1, 0, 1, 0]",0.9722222222222223
Osteria La Chiacchera,restaurant,Tuscany,43.320117,11.328913,6,10,"[0, 1, 0, 0, 0, 0, 2, 3, 1, 0, 3, 0]",1.3055555555555556
Osteria Il Carroccio,restaurant,Tuscany,43.317502,11.331465,6,10,"[0, 0, 0, 3, 0, 0, 1, 2, 1, 3, 0, 0]",1.3055555555555556
le Rotte Ghiotte,restaurant,Tuscany,43.468051,11.873865,6,10,"[1, 0, 0, 3, 2, 0, 0, 0, 2, 1, 0, 1]",0.9722222222222223
